    ,,,
    Polynomial Remainder Theorem,Hardcore Applications and Remainder Questions,9th grade,AMC 10
    Geometry,"Advanced Circle Theorems (Power of a Point, Radical Axis, Simson Line)",9th grade,AMC 10
    Inversion,"Problems Using Geometric Inversion (rare, but AMC 10 includes these)",9th grade,AMC 10
    Combinatorics,Pigeonhole and Inclusion-Exclusion at Multi-Stage/Variable Level,9th grade,AMC 10
    Trigonometry,"Advanced Identities, Sums and Differences of Angles, Law of Sines and Cosines Applications",10th grade,AMC 10
    Algebra,Manipulating Sums of Roots of Polynomial Equations,10th grade,AMC 10
    Probability,Conditional Probability in Non-Standard Games or Arrangements,10th grade,AMC 10
    Geometry,"Brocard Points, Homothety, Advanced Transformations",10th grade,AMC 10
    Functional Equations,"Multiple Functional Equation Chains, Piecewise Solutions",10th grade,AMC 10
    Complex Numbers,"De Moivre’s Theorem, Roots of Unity (Contest Level)",10th grade,AMC 10
    Graph Theory,"Planarity, Euler’s Formula, and Advanced Path Counting",10th grade,AMC 10
